,Id,GeographicAreaName,TotalPopulation,SexRatio(males per 100 females),Population_Under5Years,Population_5to9Years,Population_10to14Years,Population_15to19Years,Population_20to24Years,Population_25to34Years,Population_35to44Years,Population_45to54Years,Population_55to59Years,Population_60to64Years,Population_65to74Years,Population_75to84Years,Population_85YearsAndOver,MedianAgeInYears
13908,8600000US49534,ZCTA5 49534,21952,92.2,1375,1424,1423,1327,1651,3375,2198,2750,1665,1366,2132,1004,262,36.5
13909,8600000US49544,ZCTA5 49544,10341,88.0,667,666,569,486,1120,1987,1135,1044,677,585,789,465,151,33.3
13910,8600000US49546,ZCTA5 49546,34111,92.8,1656,2347,1877,3389,2910,3205,3740,3931,2219,1883,3171,2313,1470,39.7
13911,8600000US49548,ZCTA5 49548,33613,93.4,2620,2323,2396,2123,1938,6488,4433,4170,1864,1994,2044,889,331,33.1
13912,8600000US49601,ZCTA5 49601,21816,98.7,1238,1529,1410,1085,1025,2684,2347,2794,1507,1771,2560,1239,627,43.3
13913,8600000US49611,ZCTA5 49611,285,80.4,46,35,21,6,0,64,25,35,0,0,40,13,0,29.4
13914,8600000US49612,ZCTA5 49612,1332,106.2,24,27,70,67,46,61,123,257,165,140,207,121,24,54.8
13915,8600000US49613,ZCTA5 49613,677,98.5,2,54,22,46,6,40,53,66,49,60,144,94,41,60.1
13916,8600000US49614,ZCTA5 49614,2942,103.5,131,104,201,210,126,225,277,429,237,288,411,218,85,49.8
13917,8600000US49615,ZCTA5 49615,3925,97.4,120,160,130,204,158,301,274,463,358,342,779,487,149,56.9
13918,8600000US49616,ZCTA5 49616,2186,87.0,171,113,148,108,69,238,208,314,205,178,166,187,81,45.8
13919,8600000US49617,ZCTA5 49617,3047,109.8,96,109,142,144,96,231,269,400,259,312,635,271,83,55.6
13920,8600000US49618,ZCTA5 49618,773,121.5,34,61,67,38,24,75,73,163,63,41,97,30,7,46.2
13921,8600000US49619,ZCTA5 49619,1031,105.4,50,56,46,39,43,96,97,120,112,104,127,108,33,52.8
13922,8600000US49620,ZCTA5 49620,2533,106.1,191,215,161,147,132,362,305,273,188,212,231,90,26,36.5
13923,8600000US49621,ZCTA5 49621,3908,105.8,229,171,235,259,145,478,360,479,307,360,613,200,72,46.6
13924,8600000US49622,ZCTA5 49622,2475,97.8,126,115,102,105,77,256,239,281,176,329,373,182,114,53.9
13925,8600000US49623,ZCTA5 49623,1226,104.3,53,85,32,72,47,77,101,159,188,122,184,83,23,54.1
13926,8600000US49625,ZCTA5 49625,1113,113.2,46,42,52,48,27,96,155,119,111,145,203,46,23,53.2
13927,8600000US49626,ZCTA5 49626,364,74.2,13,27,16,19,16,28,10,48,28,22,65,67,5,57.3
13928,8600000US49627,ZCTA5 49627,219,123.5,16,10,6,0,25,14,26,16,10,9,27,60,0,52.1
13929,8600000US49628,ZCTA5 49628,165,61.8,7,10,14,18,10,0,28,15,18,24,7,11,3,44.6
13930,8600000US49629,ZCTA5 49629,2045,76.3,69,112,120,49,94,164,140,250,104,176,453,212,102,56.5
13931,8600000US49630,ZCTA5 49630,1474,101.1,62,24,45,94,66,88,96,171,136,200,311,154,27,59.0
13932,8600000US49631,ZCTA5 49631,6226,104.5,348,344,402,474,330,674,581,709,575,513,733,387,156,44.6
13933,8600000US49632,ZCTA5 49632,1051,107.3,99,75,53,49,44,154,68,130,108,77,107,66,21,41.5
13934,8600000US49633,ZCTA5 49633,3713,104.6,156,190,191,201,125,456,378,550,372,352,485,208,49,48.0
13935,8600000US49634,ZCTA5 49634,57,90.0,0,0,0,0,0,13,13,0,14,0,17,0,0,57.5
13936,8600000US49635,ZCTA5 49635,3450,87.9,92,56,140,200,80,254,271,350,311,329,718,462,187,59.5
13937,8600000US49636,ZCTA5 49636,427,103.3,0,0,9,20,37,13,3,17,49,54,129,72,24,65.9
13938,8600000US49637,ZCTA5 49637,3411,117.8,224,134,248,267,244,439,404,441,309,209,392,91,9,38.3
13939,8600000US49638,ZCTA5 49638,849,111.7,20,31,66,52,41,63,75,133,54,117,102,76,19,50.0
13940,8600000US49639,ZCTA5 49639,2253,106.5,103,149,153,182,117,186,249,282,140,126,372,172,22,44.0
13941,8600000US49640,ZCTA5 49640,1610,93.5,68,38,79,67,45,152,126,190,138,211,331,122,43,57.5
13942,8600000US49642,ZCTA5 49642,771,84.0,40,67,42,15,39,70,50,82,67,76,140,67,16,53.6
13943,8600000US49643,ZCTA5 49643,6956,108.5,290,278,457,468,362,756,955,1021,616,689,750,191,123,43.7
13944,8600000US49644,ZCTA5 49644,2152,105.7,29,23,46,81,73,161,115,317,260,202,508,280,57,59.5
13945,8600000US49645,ZCTA5 49645,1608,99.8,95,62,71,70,112,200,136,238,108,125,218,121,52,47.7
13946,8600000US49646,ZCTA5 49646,8252,101.1,427,401,685,519,408,912,1083,1016,617,567,942,500,175,42.0
13947,8600000US49648,ZCTA5 49648,2240,95.1,96,111,85,88,101,114,210,239,210,254,405,249,78,58.0
13948,8600000US49649,ZCTA5 49649,7101,129.2,376,530,407,596,370,837,1055,1159,514,413,489,247,108,40.4
13949,8600000US49650,ZCTA5 49650,3295,126.1,244,267,261,104,285,414,416,384,200,205,332,153,30,36.6
13950,8600000US49651,ZCTA5 49651,7838,104.3,455,414,510,384,442,763,815,963,608,640,1058,690,96,46.5
13951,8600000US49653,ZCTA5 49653,1969,97.3,67,124,115,87,82,190,188,201,168,198,304,183,62,51.6
13952,8600000US49654,ZCTA5 49654,424,78.2,6,0,4,4,20,0,24,31,20,96,118,59,42,65.6
13953,8600000US49655,ZCTA5 49655,3538,103.9,252,196,277,304,189,327,412,467,252,180,420,222,40,40.0
13954,8600000US49656,ZCTA5 49656,1667,104.3,71,79,128,86,73,145,195,249,156,138,200,122,25,48.7
13955,8600000US49657,ZCTA5 49657,3704,99.1,305,279,272,304,222,377,400,470,254,216,377,157,71,37.3
13956,8600000US49659,ZCTA5 49659,6809,103.0,396,392,389,479,418,702,669,1012,502,600,765,375,110,44.3
13957,8600000US49660,ZCTA5 49660,14202,110.3,486,586,868,827,864,1502,1399,1791,1247,1213,1996,952,471,48.2
13958,8600000US49663,ZCTA5 49663,6205,94.2,418,397,467,447,445,700,767,782,446,502,517,247,70,38.3
13959,8600000US49664,ZCTA5 49664,1848,101.3,28,51,74,83,105,110,158,277,191,184,387,150,50,56.4
13960,8600000US49665,ZCTA5 49665,4150,108.4,234,239,249,258,185,495,454,567,352,345,392,282,98,44.3
13961,8600000US49666,ZCTA5 49666,245,191.7,0,0,18,52,72,0,18,85,0,0,0,0,0,21.7
13962,8600000US49667,ZCTA5 49667,514,99.2,20,20,13,38,25,59,35,99,45,49,72,32,7,48.8
13963,8600000US49668,ZCTA5 49668,3404,111.8,278,205,214,233,216,264,407,475,244,250,373,214,31,42.1
13964,8600000US49670,ZCTA5 49670,1963,106.0,42,91,56,93,90,150,95,193,188,150,477,251,87,59.5
13965,8600000US49674,ZCTA5 49674,53,55.9,7,0,0,7,0,12,0,0,15,6,3,3,0,55.1
13966,8600000US49675,ZCTA5 49675,993,105.6,39,74,57,35,54,68,90,101,98,90,191,73,23,53.0
13967,8600000US49676,ZCTA5 49676,3686,103.6,184,216,193,179,114,472,357,443,312,387,547,246,36,47.6
13968,8600000US49677,ZCTA5 49677,7155,92.8,467,496,421,351,374,867,757,917,547,441,863,508,146,43.5
13969,8600000US49679,ZCTA5 49679,1291,119.9,55,64,108,120,39,115,124,137,70,146,186,82,45,47.0
13970,8600000US49680,ZCTA5 49680,1927,103.9,88,140,121,102,174,222,195,284,114,163,204,88,32,39.6
13971,8600000US49682,ZCTA5 49682,4068,96.0,218,181,172,152,188,387,369,403,355,388,772,336,147,54.4
13972,8600000US49683,ZCTA5 49683,2135,99.0,124,113,127,113,106,230,196,329,181,222,212,122,60,47.1
13973,8600000US49684,ZCTA5 49684,40681,93.5,2166,2424,2327,2242,2063,5583,4766,5294,2806,2837,4273,2082,1818,42.3
13974,8600000US49686,ZCTA5 49686,33459,91.9,1605,2013,1795,1744,1800,3905,3634,4065,2903,2649,4621,1917,808,45.5
13975,8600000US49688,ZCTA5 49688,2503,115.0,117,228,175,143,91,215,307,311,190,242,281,151,52,44.1
13976,8600000US49689,ZCTA5 49689,1437,112.3,49,50,63,61,70,169,143,184,103,154,229,134,28,51.1
13977,8600000US49690,ZCTA5 49690,7036,94.1,366,361,432,284,369,919,616,971,592,692,908,269,257,47.8
13978,8600000US49701,ZCTA5 49701,977,100.6,20,39,49,85,49,88,71,149,69,78,163,82,35,51.1
13979,8600000US49705,ZCTA5 49705,889,113.2,16,55,67,44,63,133,79,116,71,80,91,53,21,42.6
13980,8600000US49706,ZCTA5 49706,4300,97.2,317,203,210,201,395,546,540,540,301,306,487,202,52,39.0
13981,8600000US49707,ZCTA5 49707,21771,99.0,964,959,1357,1198,1078,2335,2393,2789,1959,1709,2650,1469,911,47.7
13982,8600000US49709,ZCTA5 49709,3549,108.9,149,174,139,91,124,256,293,385,337,392,747,367,95,57.7
13983,8600000US49710,ZCTA5 49710,383,136.4,12,3,19,18,0,50,44,66,19,44,58,50,0,53.7
13984,8600000US49712,ZCTA5 49712,8026,98.7,358,469,538,442,386,766,848,994,756,719,1002,632,116,47.3
13985,8600000US49713,ZCTA5 49713,2099,115.7,102,101,204,104,89,247,230,272,181,143,238,144,44,42.9
13986,8600000US49715,ZCTA5 49715,3499,101.3,209,212,168,202,360,322,439,458,286,243,278,244,78,41.3
13987,8600000US49716,ZCTA5 49716,1012,96.1,30,64,80,95,41,79,59,160,86,56,157,81,24,48.6
13988,8600000US49717,ZCTA5 49717,111,98.2,0,0,5,5,0,9,12,5,0,16,8,7,44,74.4
13989,8600000US49718,ZCTA5 49718,632,83.2,14,22,34,39,14,26,56,85,48,70,125,82,17,57.6
13990,8600000US49719,ZCTA5 49719,1176,115.8,72,41,44,39,50,65,162,89,82,121,236,109,66,57.6
13991,8600000US49720,ZCTA5 49720,8766,95.3,362,435,351,580,473,739,788,1217,648,846,1363,707,257,50.9
13992,8600000US49721,ZCTA5 49721,14164,95.9,628,502,833,712,643,1283,1383,1908,1153,1297,2177,1225,420,51.2
13993,8600000US49722,ZCTA5 49722,306,148.8,5,15,0,22,21,24,31,55,0,43,46,44,0,51.0
13994,8600000US49724,ZCTA5 49724,1135,98.4,35,55,44,131,118,89,119,229,107,59,75,66,8,43.5
13995,8600000US49725,ZCTA5 49725,680,109.9,6,5,55,59,14,21,53,63,45,91,163,82,23,61.0
13996,8600000US49726,ZCTA5 49726,1051,114.9,28,24,24,49,15,91,99,124,121,65,206,139,66,58.2
13997,8600000US49727,ZCTA5 49727,7312,97.1,345,446,496,412,297,789,756,936,625,631,979,392,208,46.7
13998,8600000US49728,ZCTA5 49728,274,136.2,7,25,22,13,0,13,59,11,28,22,43,29,2,44.7
13999,8600000US49729,ZCTA5 49729,1573,104.8,40,69,92,117,106,152,147,250,113,174,226,55,32,48.4
14000,8600000US49730,ZCTA5 49730,2234,110.2,96,145,133,167,144,255,289,291,149,179,250,122,14,42.0
14001,8600000US49733,ZCTA5 49733,2078,103.1,115,128,93,145,122,191,206,277,199,150,289,111,52,47.1
14002,8600000US49735,ZCTA5 49735,19744,95.9,1024,1201,1186,1200,1097,2129,2092,2659,1704,1344,2419,1175,514,44.7
14003,8600000US49736,ZCTA5 49736,475,135.1,22,21,5,8,10,17,62,34,61,62,114,45,14,59.7
14004,8600000US49738,ZCTA5 49738,9854,104.5,557,536,437,567,403,1031,837,1253,923,866,1416,823,205,50.5
14005,8600000US49740,ZCTA5 49740,7046,98.7,213,344,311,436,186,536,624,891,609,651,1337,707,201,54.8
14006,8600000US49743,ZCTA5 49743,766,104.8,32,39,37,51,30,24,43,117,76,69,142,75,31,55.6
14007,8600000US49744,ZCTA5 49744,740,75.4,11,38,46,63,37,35,72,124,67,73,127,33,14,51.6
14008,8600000US49745,ZCTA5 49745,973,97.0,61,22,30,78,19,120,100,125,69,100,203,40,6,53.2
14009,8600000US49746,ZCTA5 49746,3316,94.1,112,131,167,182,123,242,318,376,278,378,610,291,108,55.1
14010,8600000US49747,ZCTA5 49747,1953,100.7,99,84,89,67,48,191,168,152,166,257,347,244,41,57.0
14011,8600000US49748,ZCTA5 49748,171,81.9,2,7,11,5,0,6,16,28,14,29,36,12,5,58.5
14012,8600000US49749,ZCTA5 49749,3958,110.6,174,123,130,224,165,349,393,476,336,432,734,332,90,54.3
14013,8600000US49751,ZCTA5 49751,2021,113.4,89,58,117,147,90,112,212,369,192,160,288,155,32,50.1
14014,8600000US49752,ZCTA5 49752,912,159.8,31,54,65,38,19,163,60,275,84,48,60,15,0,46.4
14015,8600000US49753,ZCTA5 49753,2075,102.8,67,85,108,112,125,159,213,318,215,200,316,97,60,50.7
14016,8600000US49755,ZCTA5 49755,1978,106.3,65,56,85,153,154,117,179,286,230,186,304,119,44,51.5
14017,8600000US49756,ZCTA5 49756,3599,103.7,86,58,195,211,140,240,208,482,376,414,676,400,113,57.5
14018,8600000US49757,ZCTA5 49757,1072,88.7,12,28,53,55,71,178,128,176,70,71,81,149,0,45.6
14019,8600000US49759,ZCTA5 49759,1520,95.6,35,61,87,85,53,65,102,159,159,175,295,190,54,58.6
14020,8600000US49760,ZCTA5 49760,647,96.7,5,26,33,50,24,55,36,110,74,55,125,38,16,53.9
14021,8600000US49762,ZCTA5 49762,615,95.2,5,35,9,17,14,13,32,85,60,92,150,73,30,61.7
14022,8600000US49764,ZCTA5 49764,363,166.9,73,0,14,0,86,109,31,20,30,0,0,0,0,25.7
14023,8600000US49765,ZCTA5 49765,3771,103.7,119,174,193,262,230,297,373,503,344,356,564,275,81,50.2
14024,8600000US49766,ZCTA5 49766,2304,91.4,211,105,95,148,108,243,176,321,239,166,288,170,34,48.4
14025,8600000US49768,ZCTA5 49768,448,105.5,18,28,26,29,7,13,34,73,46,28,105,27,14,54.7
14026,8600000US49769,ZCTA5 49769,1671,105.0,95,107,116,126,90,193,202,220,147,101,232,35,7,39.9
14027,8600000US49770,ZCTA5 49770,17045,94.1,843,770,1185,1011,894,2175,2053,2061,1533,1231,1860,933,496,42.9
14028,8600000US49774,ZCTA5 49774,1772,126.6,78,73,111,87,64,192,187,189,174,162,240,138,77,50.5
14029,8600000US49775,ZCTA5 49775,76,111.1,2,0,0,0,0,2,2,15,3,9,22,21,0,67.0
14030,8600000US49776,ZCTA5 49776,1747,91.3,98,54,93,70,84,163,157,222,139,205,272,124,66,53.2
14031,8600000US49777,ZCTA5 49777,1735,108.3,60,52,52,61,26,112,160,189,186,229,410,171,27,59.2
14032,8600000US49779,ZCTA5 49779,4448,93.3,195,216,214,192,147,372,459,480,403,382,670,501,217,54.2
14033,8600000US49780,ZCTA5 49780,1882,95.0,75,150,95,103,163,200,207,273,188,144,165,95,24,42.6
14034,8600000US49781,ZCTA5 49781,3587,101.3,144,153,171,104,261,385,302,419,372,388,443,338,107,52.4
14035,8600000US49782,ZCTA5 49782,577,108.3,12,14,22,31,24,16,25,65,48,73,153,75,19,61.9
14036,8600000US49783,ZCTA5 49783,19270,104.1,970,883,1169,1353,2224,2479,2050,2315,1246,1123,1975,1000,483,37.2
14037,8600000US49788,ZCTA5 49788,5998,232.7,348,288,233,282,619,1153,1118,887,333,307,336,67,27,35.6
14038,8600000US49791,ZCTA5 49791,375,81.2,10,9,55,26,29,28,22,55,19,37,56,23,6,46.8
14039,8600000US49793,ZCTA5 49793,186,78.8,3,3,11,0,0,11,13,3,25,33,44,25,15,62.8
14040,8600000US49795,ZCTA5 49795,1937,116.4,58,142,93,86,102,256,168,304,178,150,249,121,30,46.6
14041,8600000US49796,ZCTA5 49796,283,114.4,0,16,6,3,30,39,7,34,42,35,42,6,23,56.2
14042,8600000US49799,ZCTA5 49799,2240,107.0,74,101,138,153,114,199,261,389,175,183,318,106,29,46.5
14043,8600000US49801,ZCTA5 49801,11306,103.8,602,672,729,606,542,1260,1141,1485,965,1097,1324,613,270,45.9
14044,8600000US49802,ZCTA5 49802,5981,88.9,270,381,394,337,403,541,761,632,411,326,643,575,307,43.9
14045,8600000US49805,ZCTA5 49805,359,151.0,23,42,13,21,2,24,13,67,52,14,58,27,3,52.1
14046,8600000US49806,ZCTA5 49806,496,82.4,11,32,7,8,0,43,29,41,20,131,93,75,6,61.9
14047,8600000US49807,ZCTA5 49807,3581,99.6,134,206,274,240,221,322,389,548,267,318,419,189,54,45.1
14048,8600000US49808,ZCTA5 49808,223,102.7,16,1,6,5,21,27,19,24,43,29,32,0,0,54.6
14049,8600000US49812,ZCTA5 49812,877,110.3,16,46,48,39,67,60,109,122,70,72,116,90,22,50.3
14050,8600000US49814,ZCTA5 49814,1360,111.2,55,71,104,56,66,174,159,102,116,133,212,97,15,44.7
14051,8600000US49815,ZCTA5 49815,281,136.1,12,0,5,13,40,14,11,46,34,41,46,6,13,54.9
14052,8600000US49816,ZCTA5 49816,749,121.6,20,29,27,24,21,72,56,55,145,114,79,82,25,58.4
14053,8600000US49817,ZCTA5 49817,575,94.3,30,35,26,55,7,49,58,59,62,50,92,44,8,51.4
14054,8600000US49818,ZCTA5 49818,1003,105.1,34,54,50,76,48,42,128,218,60,78,158,37,20,48.3
14055,8600000US49819,ZCTA5 49819,27,125.0,0,0,6,0,0,0,0,6,3,4,4,4,0,59.5
14056,8600000US49820,ZCTA5 49820,294,105.6,4,3,6,22,21,23,18,47,29,35,28,58,0,55.3
14057,8600000US49821,ZCTA5 49821,1217,112.8,43,46,60,51,69,82,99,219,123,108,219,82,16,53.3
14058,8600000US49822,ZCTA5 49822,178,169.7,0,5,11,15,0,1,22,17,26,27,39,15,0,59.2
14059,8600000US49825,ZCTA5 49825,211,97.2,6,12,15,11,0,3,6,72,3,49,28,6,0,50.6
14060,8600000US49826,ZCTA5 49826,271,59.4,46,5,34,18,0,13,47,18,13,28,41,8,0,41.0
14061,8600000US49827,ZCTA5 49827,1021,103.0,50,70,70,90,59,52,127,143,81,88,132,50,9,44.7
14062,8600000US49829,ZCTA5 49829,16869,94.9,920,867,921,872,746,2192,1657,1960,1290,1479,2186,1207,572,46.7
14063,8600000US49831,ZCTA5 49831,824,111.3,31,60,43,63,24,72,126,105,61,78,105,50,6,44.7
14064,8600000US49833,ZCTA5 49833,178,119.8,0,0,0,0,0,56,0,56,0,0,34,0,32,50.7
14065,8600000US49834,ZCTA5 49834,221,123.2,5,20,24,17,6,7,29,25,20,25,33,10,0,47.2
14066,8600000US49835,ZCTA5 49835,917,110.3,35,62,68,65,34,27,102,82,58,100,172,78,34,54.2
14067,8600000US49836,ZCTA5 49836,855,117.0,40,54,60,52,38,57,67,140,54,73,158,55,7,50.1
14068,8600000US49837,ZCTA5 49837,9349,100.2,467,654,584,583,416,763,1047,1258,750,753,1113,733,228,46.7
14069,8600000US49838,ZCTA5 49838,453,143.5,12,17,28,8,27,32,55,27,20,42,120,58,7,60.0
14070,8600000US49839,ZCTA5 49839,395,154.8,0,20,0,15,0,14,29,23,10,75,97,27,85,66.6
14071,8600000US49840,ZCTA5 49840,603,102.3,13,22,24,18,28,47,53,54,57,83,142,39,23,58.5
14072,8600000US49841,ZCTA5 49841,7276,103.4,453,622,337,522,284,779,1061,741,607,652,712,428,78,40.5
14073,8600000US49847,ZCTA5 49847,1058,83.0,55,68,69,43,95,128,68,133,83,69,149,83,15,45.3
14074,8600000US49848,ZCTA5 49848,71,69.0,0,0,0,0,3,0,6,4,22,6,21,3,6,60.3
14075,8600000US49849,ZCTA5 49849,12412,100.9,664,633,752,880,656,1244,1417,1528,810,1143,1475,775,435,44.7
14076,8600000US49852,ZCTA5 49852,105,162.5,5,13,5,5,3,4,16,21,6,3,8,12,4,46.2
14077,8600000US49853,ZCTA5 49853,1141,112.5,41,17,54,57,25,58,83,102,82,153,273,148,48,61.9
14078,8600000US49854,ZCTA5 49854,6271,93.7,264,300,292,304,255,476,586,859,548,719,935,512,221,52.7
14079,8600000US49855,ZCTA5 49855,33006,100.7,1326,1366,1336,2489,5936,4232,3134,3498,2018,2027,3248,1669,727,34.5
14080,8600000US49858,ZCTA5 49858,11647,101.3,478,542,556,772,457,1185,1376,1411,1132,1026,1511,874,327,48.4
14081,8600000US49861,ZCTA5 49861,518,104.7,18,13,10,27,23,21,29,63,62,64,120,59,9,59.6
14082,8600000US49862,ZCTA5 49862,5163,142.4,172,262,174,348,462,686,624,737,389,324,588,240,157,42.5
14083,8600000US49863,ZCTA5 49863,146,143.3,6,10,3,11,0,16,14,21,19,14,21,11,0,50.0
14084,8600000US49864,ZCTA5 49864,78,81.4,0,0,4,6,0,5,7,24,0,13,0,19,0,51.5
14085,8600000US49866,ZCTA5 49866,8134,101.4,569,673,503,512,378,1067,990,1055,507,536,876,306,162,38.2
14086,8600000US49868,ZCTA5 49868,5293,152.5,225,306,240,294,324,726,799,762,347,368,479,273,150,41.0
14087,8600000US49870,ZCTA5 49870,3301,98.0,203,151,66,126,159,400,275,525,298,242,470,320,66,50.8
14088,8600000US49871,ZCTA5 49871,558,108.2,13,28,72,20,20,89,33,103,43,63,50,19,5,45.5
14089,8600000US49872,ZCTA5 49872,166,95.3,8,19,2,10,2,18,23,24,10,11,27,6,6,45.2
14090,8600000US49873,ZCTA5 49873,93,116.3,0,0,5,2,0,0,5,37,6,15,18,2,3,53.8
14091,8600000US49874,ZCTA5 49874,1011,85.2,45,49,43,27,53,91,74,158,56,79,145,101,90,53.1
14092,8600000US49876,ZCTA5 49876,1198,106.6,0,20,0,143,52,138,147,163,166,132,151,72,14,49.8
14093,8600000US49877,ZCTA5 49877,17,112.5,1,3,0,0,3,0,3,2,0,3,1,0,1,35.8
14094,8600000US49878,ZCTA5 49878,3344,99.5,133,83,175,191,198,291,268,392,306,359,608,271,69,53.5
14095,8600000US49879,ZCTA5 49879,975,97.8,7,17,74,68,33,23,86,154,116,96,182,91,28,55.6
14096,8600000US49880,ZCTA5 49880,1013,116.9,37,49,43,69,55,82,112,125,99,80,174,73,15,49.6
14097,8600000US49881,ZCTA5 49881,305,106.1,15,24,22,22,20,30,25,14,21,46,34,19,13,43.5
14098,8600000US49883,ZCTA5 49883,118,145.8,0,0,1,2,7,2,18,14,6,13,22,29,4,63.3
14099,8600000US49884,ZCTA5 49884,367,105.0,19,18,21,5,26,28,36,58,21,22,89,24,0,50.1
14100,8600000US49885,ZCTA5 49885,1871,113.1,72,65,74,85,127,204,159,306,210,193,262,88,26,50.6
14101,8600000US49886,ZCTA5 49886,553,110.3,36,37,39,46,35,60,54,79,37,33,44,43,10,39.5
14102,8600000US49887,ZCTA5 49887,2594,106.0,119,159,147,173,126,175,296,336,208,201,297,230,127,47.8
14103,8600000US49891,ZCTA5 49891,673,103.9,20,31,46,29,8,49,51,69,72,86,104,66,42,57.4
14104,8600000US49892,ZCTA5 49892,1877,117.0,90,71,92,121,56,146,227,298,151,197,251,142,35,51.8
14105,8600000US49893,ZCTA5 49893,1399,137.5,38,61,64,37,45,153,70,232,159,161,272,71,36,55.0
14106,8600000US49894,ZCTA5 49894,750,111.9,107,29,51,37,0,37,192,43,48,40,64,69,33,38.3
14107,8600000US49895,ZCTA5 49895,652,94.6,17,3,43,18,23,81,57,53,61,50,188,46,12,58.6
14108,8600000US49896,ZCTA5 49896,1685,93.0,151,96,115,136,135,183,211,221,101,117,136,62,21,36.0
14109,8600000US49901,ZCTA5 49901,215,76.2,0,0,7,19,3,10,12,35,8,33,47,41,0,61.6
14110,8600000US49902,ZCTA5 49902,175,94.4,10,7,10,3,1,21,16,33,24,15,15,13,7,52.8
14111,8600000US49903,ZCTA5 49903,79,68.1,4,2,1,6,0,4,0,24,2,7,14,10,5,54.5
14112,8600000US49905,ZCTA5 49905,1986,114.0,161,215,216,118,194,156,185,230,173,117,130,74,17,31.7
14113,8600000US49908,ZCTA5 49908,3376,172.9,143,145,172,115,341,672,473,491,240,105,291,156,32,37.4
14114,8600000US49910,ZCTA5 49910,252,142.3,0,0,0,3,5,2,19,7,24,30,95,56,11,67.2
14115,8600000US49911,ZCTA5 49911,2746,100.6,119,186,212,168,175,170,299,412,240,172,377,153,63,45.6
14116,8600000US49912,ZCTA5 49912,937,122.0,14,16,39,48,8,41,84,170,108,94,133,144,38,57.6
14117,8600000US49913,ZCTA5 49913,6516,89.7,382,337,371,398,461,730,542,892,464,531,838,343,227,45.2
14118,8600000US49915,ZCTA5 49915,319,93.3,13,14,34,1,3,31,23,66,29,19,34,41,11,52.4
14119,8600000US49916,ZCTA5 49916,3014,121.5,182,272,248,180,221,233,435,357,155,166,398,151,16,39.4
14120,8600000US49917,ZCTA5 49917,197,91.3,3,8,17,22,9,15,23,29,15,17,22,12,5,45.4
14121,8600000US49918,ZCTA5 49918,102,131.8,0,0,0,3,1,0,3,6,12,31,30,16,0,62.0
14122,8600000US49919,ZCTA5 49919,179,138.7,1,13,3,9,3,5,13,38,7,12,35,38,2,58.8
14123,8600000US49920,ZCTA5 49920,4144,105.5,146,180,175,234,133,314,349,437,390,449,692,404,241,56.2
14124,8600000US49921,ZCTA5 49921,389,190.3,25,17,8,7,168,29,49,33,0,19,9,25,0,22.8
14125,8600000US49922,ZCTA5 49922,652,118.8,40,43,27,34,89,74,53,62,51,25,77,44,33,37.3
14126,8600000US49925,ZCTA5 49925,510,110.7,16,16,24,20,31,41,34,66,44,76,91,43,8,55.9
14127,8600000US49927,ZCTA5 49927,475,114.0,13,25,12,14,2,34,83,67,57,59,42,43,24,53.0
14128,8600000US49929,ZCTA5 49929,230,121.2,30,12,22,6,0,19,35,27,20,8,28,23,0,40.8
14129,8600000US49930,ZCTA5 49930,7258,109.0,424,408,429,541,1075,652,634,799,408,434,736,457,261,37.0
14130,8600000US49931,ZCTA5 49931,9600,158.5,293,364,293,1809,2696,1245,676,513,362,327,569,254,199,23.1
14131,8600000US49934,ZCTA5 49934,886,97.3,35,72,90,53,34,145,109,84,78,66,47,45,28,38.0
14132,8600000US49935,ZCTA5 49935,5896,94.0,235,340,238,259,327,475,519,700,533,556,987,496,231,52.6
14133,8600000US49938,ZCTA5 49938,7483,102.3,270,374,265,395,489,755,836,870,715,570,901,577,466,50.1
14134,8600000US49942,ZCTA5 49942,368,75.2,48,49,18,11,11,101,14,36,11,21,29,19,0,28.5
14135,8600000US49945,ZCTA5 49945,2537,104.3,116,144,107,141,219,218,279,292,159,270,367,178,47,47.2
14136,8600000US49946,ZCTA5 49946,3859,97.5,192,251,223,259,167,294,386,489,278,377,538,287,118,48.4
14137,8600000US49947,ZCTA5 49947,1338,513.8,12,17,28,44,66,326,270,234,91,75,118,44,13,40.1
14138,8600000US49948,ZCTA5 49948,593,115.6,20,30,39,39,17,17,52,79,26,68,150,52,4,55.3
14139,8600000US49950,ZCTA5 49950,1206,102.3,43,59,36,17,77,115,162,76,82,91,268,128,52,56.5
14140,8600000US49952,ZCTA5 49952,111,113.5,16,16,2,3,0,26,0,8,6,13,14,4,3,29.7
14141,8600000US49953,ZCTA5 49953,2329,90.0,25,66,60,122,61,154,165,313,210,293,511,259,90,59.8
14142,8600000US49955,ZCTA5 49955,389,119.8,28,19,20,24,19,90,51,4,12,25,62,22,13,34.8
14143,8600000US49958,ZCTA5 49958,740,122.2,18,29,45,29,14,62,116,96,139,72,87,26,7,52.8
14144,8600000US49959,ZCTA5 49959,342,84.9,29,2,10,20,8,38,25,57,36,40,46,15,16,51.4
14145,8600000US49960,ZCTA5 49960,160,97.5,5,4,8,9,2,7,15,19,14,31,39,4,3,57.8
14146,8600000US49961,ZCTA5 49961,109,118.0,22,2,0,9,0,0,8,11,17,7,18,10,5,56.8
14147,8600000US49962,ZCTA5 49962,237,76.9,7,9,6,9,8,12,10,19,28,22,53,43,11,64.0
14148,8600000US49963,ZCTA5 49963,1000,107.5,89,66,57,44,142,99,136,111,95,39,59,54,9,36.2
